"age","sleep","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
32,"nosleep",0.65,14.24,31.07,30.38,151.34,0.81,156.6,-0.26
30,"nosleep",0.17,12.5,30.16,29.17,18.17,0.9,29.05,-0.36
37,"sleep",0.63,5.12,28.48,29.72,0.2,0.12,0.38,-0.96
39,"sleep",0.2,5.98,34.32,34.43,4.77,-0.42,7.05,0.78
38,"sleep",0.26,3.14,32.34,31.11,0.54,-0.09,0.7,-0.21
36,"nosleep",0.53,10.96,31.36,32.67,56.27,0.87,58.89,-0.41
39,"nosleep",0.28,10.09,32.5,32.31,7.85,0.69,13.96,-0.58
36,"sleep",0.43,9.12,29.05,30.15,0.71,-0.11,1.52,-1.05
31,"sleep",0.46,1.01,32.58,31.39,0.76,-0.12,5.88,-0.41
36,"sleep",0.38,3.57,29.15,29.88,1.51,-0.2,0.22,-1.02
24,"sleep",0.07,14.48,28.92,28.69,2.32,0,3.97,-0.75
31,"sleep",0.38,-0.92,33.01,32.12,0,0.17,0,-0.25
24,"sleep",0.07,16.99,29.92,29.46,7.97,-0.03,7.52,-0.77
43,"sleep",3.26,13.18,32.78,32.02,0.05,-0.1,0,0.18
39,"sleep",0.18,3.57,34.48,33.91,5.46,-0.34,2.58,0.05
36,"sleep",0.36,16.36,28.29,29.56,0.86,0.45,0.7,-0.54
35,"nosleep",0.43,8.4,31.95,30.89,34.83,0.4,34.32,0.18
32,"sleep",0.18,14.33,31.63,31.95,0.73,-0.3,1.26,0.6
37,"sleep",0.28,2.94,33.33,32.96,0,-0.18,0.1,0.43
38,"nosleep",3.15,38.22,31.21,30.07,95.2,0.64,90.74,-0.27
35,"nosleep",0.36,14.82,30.59,29.56,46.24,0.98,39.33,-0.42
30,"sleep",0.5,19.79,31,29.75,18.85,0.12,17.47,0.48
39,"sleep",0.12,9.56,32.15,29.9,2.98,-0.26,7.52,-0.9
29,"nosleep",0.42,3.28,27.97,26.01,22.34,0.81,18.6,-0.32
39,"sleep",0.44,-0.34,33.93,32.4,4.08,-0.36,7.39,0.58
34,"nosleep",0.41,11.29,31.29,30.43,115.65,0.98,98.97,-0.17
38,"sleep",0.28,15.97,30.94,29.65,0.82,0.6,1.91,0.65
35,"nosleep",0.4,14.19,32.89,32.13,592.83,0.9,351.6,-0.33
37,"sleep",0.24,19.45,27.62,28.79,2.64,0.49,1.35,-0.78
32,"nosleep",0.14,10.33,31.68,30.71,87.47,0.48,55.74,-0.2
38,"sleep",0.2,1.74,32.67,31.65,0.4,-0.09,0.2,-0.19
29,"nosleep",0.21,7.53,24.13,22.64,42.77,1.01,53.65,-0.29
37,"sleep",0.32,7.72,32.92,32.13,22.23,0.11,32.1,-0.65
43,"nosleep",0.72,19.55,31.97,31.54,20.78,0.74,9.45,0.2
43,"sleep",2.75,10.71,31.08,30.6,0,0.11,0,0.08
34,"nosleep",0.2,22.06,29.21,28.7,16.71,-0.04,19.4,0.15
32,"sleep",0.19,17.47,31.13,31.17,0.73,-0.1,1.06,0.95
39,"sleep",0.18,2.75,34.57,34.43,2.21,-0.09,1.8,0.12
30,"sleep",0.28,4.39,31.2,30.03,0.1,-0.08,0,0.64
24,"nosleep",0.17,33.93,27.69,27.13,101.61,0.77,129.59,-0.3
38,"nosleep",0.53,10.86,32.99,31.98,0.37,0.8,0.43,-0.29
31,"nosleep",0.02,22.39,29.95,28.53,8.63,0.55,21.27,-0.43
38,"sleep",0.55,0.53,33.61,32.92,0.49,-0.04,0.32,-0.07
32,"sleep",0.09,-0.05,33.96,33.22,0.41,-0.25,0.31,0.91
37,"nosleep",0.35,16.99,31.24,32.82,27.72,0.95,23.36,-0.32
37,"nosleep",0.53,13.08,31.61,32.88,11.37,0.38,22.72,-0.83
39,"sleep",0.3,-0.14,34.32,34.06,2.43,-0.32,5.14,0.73
35,"nosleep",0.37,10.09,30.06,28.59,46.43,0.18,80.8,-0.86
30,"nosleep",0.34,11.15,31.15,30.22,39.43,0.69,57.17,-0.49
39,"sleep",0.1,4.39,31.25,29.93,4.34,0.45,8.57,-0.05
35,"nosleep",0.38,16.17,31.86,30.82,13.18,0.78,27.22,-0.43
37,"sleep",0.31,9.46,31.49,31,0.27,-0.29,0.26,0.62
31,"nosleep",0.56,15.49,31.93,30.63,168.27,0.92,142.17,-0.22
32,"sleep",0.26,15.68,32.94,32.7,0.47,-0.24,1.52,0.87
37,"sleep",0.34,20.17,26.6,28.24,0.51,0.23,0.52,-0.54
37,"nosleep",0.28,10.33,29.59,31.33,40.12,0.89,43.23,-0.45
38,"nosleep",0.25,15.49,31.23,30.34,52.82,0.67,47.94,-0.54
30,"sleep",0.36,1.93,32.22,32.08,14.36,-0.34,16.27,0.01
36,"sleep",0.44,6.08,29.54,31.03,1.65,0.03,0.14,-0.41
34,"nosleep",0.25,11.63,30.89,29.62,12.67,0.8,12.14,-0.26
39,"nosleep",0.62,42.81,27.62,26.5,931.53,0.88,631.6,-0.46
35,"nosleep",0.66,18.77,31.7,31,12.8,0.88,10.99,-0.46
39,"sleep",0.53,2.27,33.55,32.14,2.54,-0.33,4.45,0.23
35,"nosleep",0.5,9.7,32.86,31.63,0.34,0.84,0.56,-0.54
37,"nosleep",0.51,14.96,30.91,32.6,95.71,0.94,120.15,-0.09
32,"sleep",0.16,14.43,32.55,31.61,3.12,-0.71,5.2,0.49
31,"sleep",0.32,-3.57,31.84,30.5,2.89,0.08,4.56,-1.15
37,"sleep",0.53,17.86,29.8,30.74,12.33,0.37,1.16,-0.77
37,"sleep",0.3,1.54,31.78,32.78,0.09,-0.07,1.27,-0.87
39,"sleep",0.21,13.03,34.2,34.75,5.56,-0.35,2.07,0.67
31,"sleep",0.32,13.56,31.27,30,1.58,-0.07,1.73,0.81
39,"sleep",0.14,5.65,33.81,32.93,3.87,0.12,6.56,-0.56
39,"sleep",0.37,2.22,34.05,33.17,1.52,0.11,6.72,-0.9
31,"nosleep",0.21,26.69,29.8,28.44,44.06,0.92,46.28,0.01
39,"nosleep",0.33,11.1,32.63,32.22,23.92,0.46,37.17,-0.6
39,"sleep",0.28,3.38,34.12,33.21,5.05,0.08,5.44,-0.15
34,"nosleep",0.43,10.96,30.54,29.19,2.63,0.72,3.62,-0.16
32,"sleep",0.42,4.05,32.75,31.72,1.3,0.07,0.96,-0.92
38,"sleep",0.27,6.71,32.73,31.98,1.26,-0.18,1.3,0.9
31,"nosleep",0.94,22.2,32.99,32.31,98.99,0.79,116.22,-0.29
30,"sleep",0.36,6.95,31.5,30.67,0,-0.29,0,0.19
39,"nosleep",0.17,10.28,32.85,32.14,68.56,0.74,73.19,-0.53
30,"sleep",0.83,11.2,29.94,28.72,1.66,-0.16,4.21,-0.3
39,"nosleep",0.56,19.69,33.7,33.57,49.23,0.83,42.97,-0.49
35,"nosleep",0.25,33.2,24.31,21.84,1630.7,0.88,1470.2,-0.5
37,"sleep",0.63,5.45,32,33.67,0.71,-0.13,1.51,-0.99
30,"sleep",0.3,2.61,31.1,29.88,0,0.07,0.02,-0.58
37,"sleep",0.36,6.18,31.26,32.32,24.28,0.03,32.23,-0.73
24,"nosleep",0.24,18.34,28.92,28.21,30.79,0.66,46.97,-0.46
37,"nosleep",0.5,19.35,28.19,29.77,132.91,0.94,123.22,-0.38
37,"sleep",0.41,4.58,30.38,31.34,1.16,0.01,2.01,-0.97
37,"sleep",0.76,10.96,30.59,31.55,22.86,0.05,29.48,-0.54
37,"sleep",0.53,13.85,29.67,30.91,0.79,0.04,0.58,-1.04
36,"nosleep",0.78,8.59,32.98,34.24,35.03,0.31,40.29,-0.92
37,"sleep",0.43,2.12,32.78,31.91,0.34,-0.04,0.22,0.19
36,"sleep",0.73,2.41,31.54,32.86,1.06,-0.27,1.78,-0.63
32,"nosleep",0.12,30.98,30.41,29.28,98.74,0.21,73.69,-0.25
31,"sleep",0.24,8.4,30.43,29.34,8.49,0.12,1.04,1.02
36,"nosleep",0.52,11.63,30.57,31.58,150.96,0.66,65.5,-0.16
32,"sleep",0.32,2.46,32.8,31.97,3.66,-0.08,4.68,-0.03
37,"nosleep",0.69,12.4,30,31.62,19.53,0.81,20.86,-0.59
30,"sleep",0.43,29.39,28.7,28.06,0,-0.8,0.29,0.62
37,"nosleep",0.53,11.82,31.8,33.03,20.71,0.8,30.84,-0.52
37,"sleep",0.39,16.22,27.76,28.16,1.11,0.17,1.26,-0.55
43,"nosleep",8.69,50.19,29.18,28.17,351.79,0.79,132.76,0.23
32,"nosleep",4.71,37.31,32.07,31.17,74.43,0.84,85.45,-0.24
24,"nosleep",0.14,22.92,26.47,25.78,37.73,0.74,51.5,-0.47
32,"sleep",0.09,14.96,31.98,31.46,0.12,-0.24,0.02,0.82
37,"sleep",0.3,1.11,32.1,33.18,6.51,-0.08,1.35,-0.88
38,"nosleep",0.38,42.76,29.88,29.45,1539.6,0.92,778.26,-0.4
39,"sleep",0.18,2.46,34.29,34.14,9.89,-0.23,11.59,-0.19
35,"nosleep",0.32,19.45,30.85,30.07,19.47,0.75,24.68,-0.48
34,"nosleep",0.17,18.73,29.65,28.3,4.23,0.94,4.19,-0.05
37,"sleep",0.74,11.25,31.61,32.77,0.25,0.18,2.28,-0.75
38,"nosleep",0.37,21.19,30.22,29.04,139.47,0.68,84.92,-0.22
37,"nosleep",0.34,19.4,29.98,31.67,295.29,0.98,185.66,-0.27
30,"sleep",0.4,13.8,31.07,30.18,0,-0.75,0.16,0.7
38,"nosleep",0.2,12.45,31.72,30.96,9.77,0.89,12.08,-0.37
36,"sleep",0.67,11.97,30.46,31.75,0.42,0.12,0.81,-1.03
34,"nosleep",0.25,12.02,31.17,29.64,9.49,0.88,9.83,-0.17
30,"sleep",0.28,3.67,31.62,30.16,0,0.34,0.02,-0.63
39,"sleep",0.45,10.91,31.58,30.04,2.74,0.1,11.54,-0.54
32,"sleep",0.13,10.86,34.08,33.35,0,0.41,0.02,-0.79
38,"nosleep",0.2,4.63,30.71,29.47,6.62,0.74,10.84,-0.07
35,"nosleep",0.43,19.26,31.78,31.02,26.2,0.74,39.02,-0.5
31,"sleep",0.25,-3.57,33.27,32.47,0.32,-0.58,0.64,0.58
39,"sleep",0.37,10.67,34.01,33.87,1.24,-0.43,2.04,0.97
34,"nosleep",0.05,20.03,29.51,27.88,27.08,1.13,44.24,0.03
34,"sleep",0.4,-0.05,33.08,31.79,0.22,0.04,0.6,0.29
24,"nosleep",0.36,10.28,31.75,31.36,31.39,0.8,42.62,-0.49
37,"sleep",0.33,2.51,32.65,32.23,0.14,-0.14,0.12,-0.1
34,"nosleep",0.41,11.68,31.92,30.87,14.49,1.1,13.3,0.12
32,"sleep",0.2,11.63,31.96,31.58,1.52,-0.04,1.26,1
32,"sleep",0.2,14.24,32.7,31.64,8.89,0.43,13.78,-0.69
31,"nosleep",0.2,21.33,30.97,29.07,5.05,0.64,10.9,-0.46
31,"nosleep",0.44,21.62,30.08,29.16,8.59,0.95,17.84,-0.48
37,"sleep",0.27,6.47,28.93,29.84,0.39,-0.07,0.46,-0.67
38,"sleep",0,0,0,-273.15,11.5,-0.52,14.31,0.72
36,"sleep",0.59,4.78,30.82,31.58,0.13,0.06,0.5,-0.61
37,"nosleep",0.29,14.67,30.13,31.53,65.27,0.86,58.17,-0.3
39,"nosleep",0.28,42.61,29.58,29.02,848.02,0.82,414.18,-0.4
31,"sleep",0.24,9.75,31.51,31.2,0.39,-0.18,3.2,1.07
34,"nosleep",0.56,20.61,30.8,29.63,63.35,1.07,45.56,-0.23
37,"sleep",0.53,3.52,30.74,32.17,0.79,-0.02,1.25,-0.33
34,"nosleep",0.46,14.72,32.48,31.38,10.99,0.96,15.02,-0.37
37,"sleep",0.65,7.72,29.46,30.87,24.43,0.11,33.79,-0.88
34,"sleep",0.12,-2.32,29.83,28.57,0.04,-0.17,0.33,0.2
30,"sleep",0.26,28.28,30.42,29.37,0.02,-0.41,0.03,0.61
32,"nosleep",0.12,23.12,31.15,29.89,230.73,0.94,162.84,-0.27
37,"sleep",0.39,1.35,29.75,30.74,0.18,0.06,0.9,-0.28
37,"nosleep",0.73,13.75,30.49,31.99,34.74,0.26,59.79,-0.95
39,"nosleep",1.19,27.85,31.68,30.86,1740,0.94,683.85,-0.24
31,"sleep",0.32,7.24,31.48,30.64,3.39,0.01,3,0.66
37,"nosleep",0.34,14.86,30.94,32.52,36.36,0.61,49.25,-0.47
24,"nosleep",0.18,3.57,33.6,33.06,2.87,-0.09,1.69,-0.58
37,"sleep",0.35,15.68,30.09,30.78,1.13,-0.72,1.76,0.76
30,"sleep",1.62,19.35,29.72,29.18,0.12,0.41,0.19,-0.63
31,"sleep",1.81,5.21,30.1,29.51,3.95,-0.09,6.22,-0.8
32,"sleep",0.1,9.99,33.28,32.57,5.02,-0.27,8.12,-0.14
39,"sleep",0.21,13.37,34.24,34.35,4.1,-0.52,8,-0.37
24,"sleep",0.08,12.11,32.31,31.99,3.18,0.08,0.58,-0.68
39,"sleep",0.62,3.62,33.67,33.13,1.97,0.3,7.6,-0.46
39,"nosleep",0.09,8.35,31.72,31.04,47.96,0.59,71.22,-0.67
31,"sleep",2.34,9.46,31.6,31.14,0.34,0.11,5.78,1.07
34,"nosleep",0.12,18.19,29.97,28.9,10.96,1.12,5.77,-0.13
37,"nosleep",0.34,11.44,28.74,30.15,2.33,0.9,2.74,-0.32
29,"nosleep",0.39,0.48,28.91,27.38,62.09,0.83,92.11,-0.29
31,"sleep",0.47,-0.05,32.74,31.6,0.56,-0.12,5.09,-0.41
37,"sleep",0.69,6.66,30.86,32.17,1.17,0.27,3.1,-0.32
37,"nosleep",0.67,15.01,30.86,32.49,21.32,0.62,38.16,-0.67
35,"nosleep",0.2,17.95,30.06,28.42,55.89,0.75,34.03,-0.34
37,"nosleep",0.28,16.55,28.92,30.45,11.8,0.92,17.3,-0.38
30,"sleep",0.53,5.26,32.13,31.74,1.94,-0.04,1.93,-0.52
31,"sleep",0.08,7.14,30.43,28.49,0.49,0.5,2.02,-0.6
37,"nosleep",0.61,12.64,30.72,32.43,21.67,0.45,55.04,-0.87
39,"sleep",0.22,1.88,34.22,33.95,6.95,-0.34,3.87,0.72
32,"sleep",0.27,22.83,32.34,31.83,0.31,-0.23,0.28,0.64
34,"nosleep",0.58,12.89,31.85,30.48,72.35,0.18,31.98,-0.21
32,"nosleep",1.67,50.09,31.97,29.93,59.31,0.82,51.33,-0.34
34,"nosleep",0.88,15.35,29.13,27.22,42.39,1.03,47.94,-0.09
38,"nosleep",0.24,52.27,30.03,29.47,1562.6,0.89,1032.8,-0.47
32,"sleep",0.06,5.65,33.99,33.27,0.07,-0.07,0,-0.47
30,"nosleep",0.35,2.9,32.76,31.89,0.53,-0.12,0.42,-0.26
37,"nosleep",0.39,12.93,30.94,32.5,0.35,-0.88,0.68,0.38
36,"sleep",0.57,7.34,29.6,29.56,0.17,0.18,1.68,-0.87
39,"nosleep",0.2,13.85,31.7,30.82,51.79,0.57,50.23,-0.6
39,"nosleep",0.29,5.89,32.15,31,7.34,0.92,12.1,-0.23
36,"sleep",0.43,16.41,29.59,31.09,0.98,0.33,2.68,-0.26
34,"nosleep",4.94,24.03,31,29.76,299.53,1.01,199.41,-0.18
36,"sleep",0.57,8.54,30.52,31.4,0.56,-0.24,1.28,-0.86
39,"sleep",0.24,11.58,32.47,31.28,3.17,0.12,4.02,-0.74
31,"nosleep",0.39,16.84,30.26,29.02,131.94,0.94,120.91,-0.2
37,"sleep",0.22,3.09,32.4,31.39,0.19,-0.13,0.87,0.08
39,"sleep",0.19,3.43,34.37,34.1,3.9,-0.18,8.31,0.32
38,"sleep",0.25,12.69,31.69,30.84,0.52,-0.28,0.76,0.68
38,"nosleep",0.37,13.32,30.93,30.02,43.14,0.88,20.12,-0.16
24,"nosleep",2.77,19.88,31.77,31.71,159.44,0.56,175.43,-0.36
37,"nosleep",1.04,2.22,34.56,36.63,393.88,0.99,245.67,-0.21
37,"nosleep",0.53,12.36,31.09,32.67,31.6,0.38,55.55,-0.9
34,"nosleep",0.35,14.04,30.21,29.1,10.11,0.8,14.73,-0.38
39,"nosleep",0.39,34.84,30.06,29.61,548.53,0.84,330.54,-0.53
24,"nosleep",0.16,5.31,33.14,32.67,1.39,0.76,0.59,-0.36
37,"nosleep",0.53,10.71,31.29,32.75,8.07,0.62,12.65,-0.8
39,"sleep",0.12,6.85,33.84,33.76,1.89,-0.14,2.54,0.06
36,"nosleep",0.96,17.9,31.54,33.2,288.18,0.94,184.58,-0.34
37,"nosleep",0.53,2.8,33.38,34.77,81.09,0.74,62.25,-0.03
31,"sleep",0.21,-2.22,32.93,31.97,1.94,-0.58,1.33,0.58
31,"nosleep",0.29,12.21,31.82,30.82,45.23,0.93,69.41,-0.47
37,"nosleep",0.24,11.87,30.57,28.9,20.31,0.81,28.27,-0.11
39,"nosleep",0.28,9.7,32.47,31.59,64.41,0.81,64.97,-0.24
31,"nosleep",0.96,23.21,32.91,32.27,66.04,0.89,90.69,-0.19
34,"sleep",0.64,11.53,31.51,30.16,4.73,0.39,2.3,0.01
30,"sleep",0.63,9.56,31.72,31.44,1.46,-0.26,1.1,-0.16
32,"sleep",0.26,10.86,32.9,31.85,2.5,-0.18,3.51,-0.44
31,"nosleep",0.51,22.34,32.22,31.33,18.52,0.94,41.43,-0.52
37,"sleep",0.83,5.41,31.76,33.42,0.27,0.05,0.3,-1.03
32,"sleep",0.25,1.21,34.55,34.23,0.14,0.07,0.27,0.16
37,"sleep",0.54,13.08,30,30.8,1.94,0.44,0.79,-0.79
38,"nosleep",0.26,10.04,31.81,30.82,13.7,0.43,21.52,-0.63
30,"nosleep",0.36,4.92,32.27,31.34,0.94,-0.25,1.97,-0.11
37,"sleep",0.67,10.71,30.09,31.12,1.27,0.13,2.55,-0.82
35,"nosleep",0.33,15.64,31.49,30.43,2.78,0.69,6.06,-0.58
39,"sleep",0.21,1.01,35.13,34.87,1.3,-0.08,7.11,0.08
39,"sleep",0.32,5.74,34.22,33.7,90.44,-0.06,146.64,-1.02
31,"nosleep",0.37,16.94,30.97,29.65,12.2,0.74,19.95,-0.32
34,"nosleep",1.81,14.91,32.8,31.86,153.26,1.06,109.21,-0.22
39,"nosleep",1.1,9.12,32.55,31.13,299.34,0.34,247.77,0
37,"nosleep",0.36,6.8,30.59,31.8,20.2,0.35,45.58,-0.43
24,"sleep",0.17,4.92,30.72,29.55,1.12,-0.31,0.27,-0.81
39,"nosleep",0.51,14.53,33.33,33.04,69.89,0.69,63.37,-0.68
39,"sleep",0.15,2.9,34.25,33.68,6.57,0.43,3.08,0.23
38,"sleep",0.22,12.21,31.52,30.51,0.09,0.28,0.59,0.04
39,"nosleep",0.19,21.48,32.79,32.27,102.35,-0.22,168.42,-0.13
32,"sleep",0.2,0.29,32.09,30.49,1.41,0.34,1.23,-0.81
37,"nosleep",0.21,11.87,30.93,29.83,7.89,0.85,5.39,-0.11
39,"nosleep",0.2,11.82,31.17,29.86,2.74,0.89,12.92,-0.17
34,"nosleep",0.14,10.14,28.74,27.22,25.62,0.85,31.35,-0.33
38,"sleep",0.22,5.89,31.61,30.63,0.07,0.05,0.95,-0.39
39,"nosleep",2.12,60.52,29.38,30.28,848.78,0.84,528.91,-0.24
37,"sleep",0.77,5.79,30.81,32.02,0.16,0.05,0.67,-1.03
37,"nosleep",0.55,21.81,29.42,30.98,129.44,0.65,172.98,-0.29
24,"nosleep",0.91,22.54,32.31,32.05,100.06,0.93,84.74,-0.34
34,"nosleep",0.19,26.45,28.36,27.61,1.91,0.73,2.28,-0.41
39,"nosleep",0.28,24.37,29.42,28.17,50.67,-0.02,97.01,-0.9
32,"sleep",0.06,14.53,32.66,31.02,0.17,-0.13,0,-0.98
31,"sleep",0.23,11.63,31.36,30.95,2.53,0.4,3.95,-1.1
31,"nosleep",0.36,14.43,31.09,29.63,5.28,0.61,9.04,-0.65
36,"nosleep",0.89,24.56,30.21,32.26,41.24,0.7,33.89,-0.62
24,"sleep",0.23,15.01,32.19,31.99,0.65,-0.86,0.73,0.56
37,"sleep",0.44,12.26,27.87,28.49,1.35,0.19,0.79,-0.79
30,"sleep",0.5,5.02,32.63,32.32,1.41,-0.05,1.89,-0.54
38,"nosleep",0.75,30.84,30.86,29.47,73.02,0.41,100.81,-0.38
24,"sleep",0.07,8.49,29.43,28.12,1.61,-0.04,0.05,-0.68
39,"nosleep",1.99,48.02,31.75,30.67,962.83,0.77,385.96,-0.56
31,"sleep",0.11,11.78,31.88,30.14,0.7,-0.11,0.64,-0.73
31,"nosleep",0.34,22.73,32.09,31,0.76,0.39,2.07,-0.41
39,"sleep",0.5,4.15,34.48,34.37,1.95,-0.31,4.96,0.32
35,"nosleep",0.28,3.19,31.41,29.83,1.19,0.44,0.21,0.24
38,"sleep",1.01,-0.05,31.62,30.25,0.94,0.72,0.55,-0.32
31,"sleep",0.98,-1.16,32.45,31.69,0,-0.36,0.04,0.58
37,"nosleep",0.56,13.71,26.95,28.17,83.62,0.76,90.49,-0.45
24,"sleep",0.11,9.89,32.49,31.39,1.61,0.14,0.27,-1
37,"nosleep",0.49,35.81,27.81,30.31,395.91,0.78,363.77,-0.65
37,"sleep",0.5,14.91,28.9,30.47,2.43,0.15,4.56,-0.87
35,"nosleep",0.41,23.55,30.75,29.48,16.25,0.89,16,-0.41
31,"nosleep",0.3,16.22,31.8,30.58,1.51,0.73,7.46,-0.68
39,"sleep",0.16,6.23,33.04,31.63,2.13,0.47,4.23,0.23
32,"nosleep",1.53,41.46,31.94,30.04,83.31,0.84,82.59,-0.38
35,"nosleep",0.18,11.78,30.93,29.41,5.55,1.08,5.05,-0.25
31,"nosleep",0.26,23.84,29.7,29.01,285.28,0.96,227.13,-0.27
38,"sleep",0.22,6.08,30.47,29.36,0.73,-0.31,0.81,-0.02
37,"sleep",0.39,22.92,28.47,29.47,1.01,0.33,1.18,-0.73
32,"sleep",0.15,4.1,31.85,30.41,0.68,0.06,1.26,-0.96
38,"nosleep",1.11,38.56,31.54,30.78,208.65,0.53,258.52,-0.63
38,"sleep",0.24,19.26,30.94,30.49,1.22,-0.68,0.2,0.59
32,"sleep",0.12,14.72,32.42,30.73,1.6,0.55,2.36,0.13
34,"nosleep",0.52,15.35,30.09,28.19,128.51,1,66.9,-0.41
24,"sleep",0.12,10.91,30.36,29.67,4.45,0.03,1.05,-0.49
37,"sleep",0.28,6.95,29.24,30.13,2.83,0.01,6.94,-0.88
34,"nosleep",6.6,13.56,32.82,31.86,381.53,0.92,274.21,-0.38
36,"sleep",0.47,18.73,30.74,32.28,0.9,0.7,2.77,-0.59
37,"sleep",0.37,9.02,30.03,30.54,1.28,0.44,1.06,-0.9
37,"nosleep",0.36,10.96,31.54,33.27,0.51,0.4,8.73,-0.87
32,"sleep",0.23,5.84,33.52,32.34,1.87,0.53,3.11,-0.6
32,"sleep",0.1,9.27,31.66,31.52,1.25,-0.26,1.44,0.57
38,"nosleep",0.23,7.24,31.61,30.16,1.28,0.54,1.57,-0.42
35,"nosleep",1.82,8.78,31.59,30.09,10.21,0.84,17.42,-0.34
35,"sleep",1.57,-0.34,32.13,31.35,0.06,-0.06,0,0.03
24,"sleep",0.19,13.85,29.06,28.92,1.27,-0.08,0.38,0.97
32,"sleep",0.15,19.69,31.25,30.38,4.79,-0.3,8.76,-0.51
32,"nosleep",7.55,49.42,30.86,30.76,181.66,0.39,174.96,-0.68
38,"sleep",0.35,8.3,32.06,31.17,0.17,0.41,0.41,-0.35
38,"nosleep",2.85,35.62,31.24,30.03,96.6,0.79,59.38,-0.23
37,"nosleep",0.36,16.51,30.21,32.12,53.75,0.7,62.45,-0.63
34,"nosleep",0.54,11.05,30.31,28.26,116.36,0.68,99.09,-0.51
38,"sleep",0.21,2.08,33.5,32.7,0.16,-0.03,0.91,-0.13
38,"nosleep",0.26,12.21,30.98,29.85,7.42,0.71,11.37,-0.42
38,"sleep",0.43,7.67,32.41,32.04,0,0.22,0.09,-0.78
31,"sleep",0.41,5.79,31.58,30.13,1.34,-0.07,4.58,-1.2
34,"nosleep",0.12,22.15,30.06,29.17,38.41,0.83,39.86,-0.61
32,"nosleep",0.07,20.32,32.09,31.61,5.59,0.52,7.97,-0.73
32,"nosleep",0.05,19.45,31.66,30.98,0.76,0.22,1.28,-0.55
37,"nosleep",0.33,15.11,30.62,32.36,4.32,0.41,20.28,-0.92
37,"sleep",0.35,3.14,32.48,31.98,0.09,-0.16,0.43,0.27
38,"sleep",0.28,5.55,31.97,30.8,0.31,0.12,0.79,-0.45
35,"nosleep",0.57,19.59,28.97,26.76,359.67,1.1,259.02,-0.23
35,"nosleep",0.21,9.51,31.8,30.54,16.3,0.92,18.3,-0.06
32,"sleep",0.23,12.21,32.53,31.27,1.82,0.44,2.24,-0.13
32,"sleep",0.12,15.25,31.16,29.95,3.18,0.48,3.08,0.28
29,"nosleep",0.2,1.01,26.92,24.77,65.38,0.83,62.56,-0.25
35,"nosleep",0.43,19.21,30.83,29.74,1,0.7,5.75,-0.47
32,"sleep",0.25,18.24,32.83,32.37,1.2,-0.33,1.72,0.83
34,"nosleep",0.92,15.73,32.18,30.9,253.47,1.1,289.89,0.09
39,"sleep",0.12,15.2,31.78,30.04,4.5,-0.12,8.62,-0.95
32,"sleep",0.23,7.87,33.38,32.2,1.06,0.53,2.49,-0.61
38,"sleep",0.27,4.54,32.61,31.83,0.11,0.12,0.99,0.4
38,"sleep",0.26,3.28,32.46,31.74,0.02,-0.26,0.65,-0.22
37,"nosleep",0.33,15.49,30.51,32.24,38.78,0.63,57.29,-0.65
35,"nosleep",0.26,9.02,31.97,30.76,4.6,0.87,6.82,-0.36
39,"nosleep",0.73,74.18,31.34,32.68,974.47,0.81,426.51,-0.56
39,"nosleep",0.19,25.1,31.93,31.4,122.17,0.1,187.11,-0.32
32,"sleep",0.2,5.5,32.95,31.87,1.85,-0.04,1.1,-0.38
39,"sleep",0.12,4.01,32.73,30.57,11.2,0.61,12.11,-0.66
32,"nosleep",0.07,27.99,30.37,29.68,15.34,0.67,28.13,-0.54
36,"nosleep",0.84,19.11,31.66,32.88,12.57,0.89,13.24,-0.48
39,"sleep",0.11,10.18,33.06,31.92,2.09,0.29,4.58,-0.75
37,"sleep",0.33,6.8,28.1,28.03,0.27,0.05,0.72,-0.19
37,"nosleep",0.55,13.8,29.57,31.18,126.72,0.79,142.41,-0.36
39,"sleep",0.55,0.72,34.57,34.37,3.35,-0.3,5.72,0.31
37,"sleep",0.83,0.34,32.63,33.69,0.72,-0.02,1.65,-0.02
38,"sleep",0.43,6.95,32.38,31.7,3.7,-0.64,6.25,0.83
39,"nosleep",0.79,22.1,31.77,30.95,156.9,0.92,131.16,-0.12
24,"sleep",0.2,3.57,32.71,31.45,0.1,-0.06,4.58,-0.66
39,"nosleep",0.42,55.16,29.56,30.06,969.48,0.79,479.07,-0.57
32,"nosleep",18.27,69.54,30.22,29.52,161.06,0.33,144.39,-0.34
37,"sleep",0.87,0.19,32.99,32.26,4.12,-0.16,6.69,0.03
30,"sleep",0.36,3.81,31.86,31.19,0,-0.48,0,0.21
39,"sleep",0.12,14.96,33.19,32.27,4,-0.16,7.47,-0.96
30,"sleep",2.52,21.72,30.58,29.8,6.05,0.26,4.8,-0.91
37,"nosleep",0.55,14.72,28.3,29.81,48.84,0.58,58.85,-0.66
35,"nosleep",0.33,15.2,31,29.94,45.14,0.82,46.45,-0.43
31,"nosleep",0.48,22.78,32.77,31.87,0.44,-0.51,0.95,0.29
32,"nosleep",0.12,18.92,32.53,31.92,20.43,0.54,42.16,-0.77
34,"nosleep",0.82,15.93,32.25,31.42,120.43,0.57,106.57,-0.3
32,"nosleep",3.75,59.7,29.38,28.59,217.83,0.44,205.66,-0.71
