"age","tv","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
35,"wtv",0.48,2.03,32.06,30.57,4.25,1.12,3.36,-0.16
37,"wtv",0.4,12.6,29.15,31.03,4.07,-0.19,5.69,-0.56
24,"ntv",0.21,20.75,28.35,27.62,22.84,0.55,25.88,-0.49
25,"wtv",0.91,9.51,31.63,30.06,0.18,0.05,0.05,-0.75
37,"wtv",0.38,13.22,30.71,32.36,0.28,-0.77,0.57,0.74
35,"wtv",0.43,3.43,32.14,30.72,0.16,0.5,0.08,0.21
34,"wtv",0.2,15.25,31.17,30.07,16.96,0.66,26.56,-0.15
37,"ntv",0.33,3.72,30.34,30.94,0.72,-0.22,1.08,-1.01
32,"ntv",0.26,18,32.32,31.1,1.7,0.02,1.48,0.86
35,"wtv",0.18,26.64,29.25,27.58,21.95,0.54,19.58,-0.19
37,"wtv",0.39,12.84,29,30.69,0.31,-1.05,0.55,0.32
31,"wtv",0.59,19.26,31.16,30.92,13.73,0.85,24.04,-0.44
39,"ntv",0.83,42.03,30.04,29.29,421.44,0.78,365.42,-0.51
24,"wtv",0.18,4.1,33.22,32.72,5.27,0.7,10.93,-0.38
38,"wtv",0.25,18.24,30.32,29.35,84.37,0.78,77.28,0.55
30,"wtv",0.31,24.23,30.42,29.35,32.05,0.85,42.32,-0.48
37,"ntv",0.36,9.6,32.43,31.96,19.66,0.49,25.38,-0.47
32,"ntv",0.34,19.93,32.29,31.53,1.7,0.11,1.31,-0.92
39,"ntv",0.59,8.59,34.01,32.59,1.47,0.05,4.18,-1
31,"wtv",0.48,23.41,31.26,30.43,4.55,0.81,4.15,-0.79
34,"wtv",0.26,12.69,30.56,29.32,1.78,0.7,1.18,-0.31
32,"ntv",0.08,0.39,33.31,32.19,0.45,-0.29,0.74,0.92
39,"ntv",0.21,31.22,30.21,29.34,104.22,0.91,119.89,0.18
32,"ntv",0.14,10.04,31.46,30.83,39.5,0.86,37.38,-0.31
36,"ntv",0.64,2.56,31.85,32.3,0.33,0.34,0.43,-0.86
39,"ntv",0.17,3.43,33.33,32.89,6.16,-0.17,9.12,-0.29
25,"wtv",0.92,6.71,32.61,31.52,0,-0.03,0,-0.77
39,"ntv",0.3,43.43,27.98,26.72,446.64,0.8,360.88,-0.37
37,"wtv",0.27,11.97,30.45,29.15,20.67,0.5,29.25,-0.67
38,"wtv",0.41,8.49,31.11,29.92,1.27,0.89,2.81,-0.33
31,"ntv",0.25,4.63,30.73,29.73,1.67,0.09,3.22,1.03
34,"wtv",0.51,11.92,31.92,30.93,38.18,1.02,30.72,-0.28
31,"wtv",0.34,24.81,32.05,31.01,6.67,0.72,10.15,-0.22
34,"wtv",0.18,17.57,30.96,29.94,21.73,0.77,23.66,-0.6
43,"wtv",5.05,17.04,33.93,33.64,36.32,0.08,16.65,0.15
34,"ntv",0.48,14.86,33.18,31.62,53.41,1.08,13.62,-0.27
38,"wtv",0.25,9.8,31.26,29.74,0.58,0.61,1.62,0.57
31,"wtv",0.33,21.91,31.98,30.98,13.29,0.82,15.13,-0.27
31,"ntv",0.56,39.91,31.02,30.23,166.53,0.84,210.51,-0.47
38,"wtv",0.38,9.8,32.48,31.39,0.18,0.07,1.46,0.57
31,"ntv",0.32,10.38,29.96,28.48,13.13,0.63,25.91,-0.46
39,"ntv",0.76,2.12,34.36,33.79,4.65,-0.41,3.47,0.6
30,"wtv",0.31,12.74,30.81,29.95,13.76,0.83,17.97,-0.51
35,"wtv",0.41,22.01,30.81,29.06,5.12,0.94,5.51,-0.33
35,"wtv",0.48,11.2,31.68,30.97,27.75,0.7,14.82,-0.23
37,"ntv",0.32,11.15,29.67,31.12,34.17,0.6,56.48,-0.63
31,"wtv",0.31,19.35,32.6,31.42,27.83,-0.04,42.68,-0.08
38,"wtv",0.54,12.89,32.97,32.08,7.57,0.82,8.21,-0.34
38,"wtv",0.33,10.28,32.14,31.11,0.9,0.72,1.18,-0.34
39,"ntv",0.3,2.03,34.55,34.27,4.56,-0.26,3.68,0
38,"wtv",0.31,7.29,31.87,30.27,0.35,0.94,0.83,-0.02
35,"ntv",0.46,20.61,30.49,29.45,15.04,0.75,18.64,-0.54
36,"wtv",0.84,11.58,29.7,31.25,19.59,0.85,25.79,-0.4
37,"ntv",0.36,7.19,32.58,32.19,0.19,-0.38,0.31,0.9
35,"wtv",0.19,27.56,29.21,27.45,32.12,0.62,25.63,-0.19
35,"wtv",0.42,8.74,32.37,31.46,8.78,-0.84,11.94,0.57
30,"wtv",0.3,13.66,30.93,30.01,20.7,-0.91,38.29,-0.22
35,"wtv",0.34,22.25,30.75,29.02,3.95,0.88,6.36,-0.59
31,"ntv",0.31,5.02,30.94,29.65,2.55,-0.09,12.31,-0.34
30,"ntv",0.36,0.72,31.81,31.27,0,-0.16,0,-0.77
34,"wtv",0.2,25.53,29.51,28.01,13.18,1.15,18.96,-0.11
35,"ntv",0.3,17.37,30.95,29.7,9.23,0.66,9.22,-0.47
31,"wtv",0.47,17.9,30.73,30.06,40.43,0.76,63.26,-0.67
43,"wtv",6.03,21.52,32.24,31.22,0.02,0.5,0,0.57
39,"ntv",0.44,32.38,28.38,28.76,234.55,0.93,222.05,0.07
37,"wtv",0.33,12.89,28.51,29.97,2.1,0.56,2.05,-0.86
35,"wtv",0.47,16.41,30.83,29.37,3.95,0.77,7.67,-0.31
35,"wtv",0.27,12.11,30.83,29.52,8.71,1.07,7.77,-0.04
35,"wtv",0.26,14.96,30.73,29.63,17.79,0.14,12.19,0.26
34,"wtv",0.3,14.53,31.92,30.95,2.04,1.13,2.11,-0.16
32,"ntv",0.06,27.41,30.55,29.2,116.58,0.53,84.66,-0.54
38,"wtv",0.46,11.05,32.13,31.54,4.79,0.29,7.78,-0.87
38,"ntv",0,0,0,-273.15,12.46,0.44,14.31,-0.58
34,"wtv",0.32,14.14,31.7,30.7,6.16,0.99,6.35,-0.38
31,"wtv",0.49,24.47,33.01,32,6.63,0.56,8.74,-0.28
35,"wtv",0.28,25.53,29.73,28.24,85.99,0.98,73.45,-0.31
35,"wtv",0.39,20.7,30.81,29.1,3.85,-0.06,9.26,-0.73
37,"wtv",0.16,15.73,29.15,30.24,22.59,0.21,45.67,-0.75
34,"ntv",0.24,7.58,29.69,27.26,72.76,0.96,41.53,-0.19
35,"wtv",0.28,9.36,31.24,29.83,24.84,1.03,28.38,-0.1
38,"ntv",0.32,4.1,32.21,31.31,0.25,0.34,0.57,-0.8
34,"wtv",0.23,14.82,30.17,29.23,2.07,0.89,4.7,-0.56
24,"ntv",0.12,23.41,27.65,26.71,9.42,0.66,11.94,-0.47
34,"wtv",0.24,18.97,30.56,29.02,7.32,0.32,6,-0.38
34,"wtv",0.2,7.14,31.78,30.65,38.44,1.02,35.65,-0.09
34,"wtv",0.24,16.55,30.68,29.02,0.65,0.37,1.14,-0.34
31,"wtv",0.13,21.62,32.63,32.15,4.85,-0.34,9.13,0.6
38,"wtv",0.4,11.25,30.76,29.69,0,0.45,0.5,-0.71
30,"ntv",0.26,0.34,32.26,31.71,0.11,0.03,0.04,-0.79
31,"ntv",0.1,23.5,31.2,30.5,2.2,-0.1,2.43,0.84
30,"wtv",0.3,14.91,30.81,29.88,45.59,-0.03,92.69,-0.38
30,"wtv",0.18,17.86,29.47,28.21,5.86,0.33,5.81,-0.92
30,"ntv",0.18,14.09,30.12,29.17,13.42,0.26,21.67,-0.7
36,"wtv",0.72,16.26,29.39,31.23,16.78,-0.49,22.68,0.44
34,"wtv",0.31,10.14,31.39,30.39,3.63,0.67,4.72,-0.26
35,"wtv",0.28,4.63,31.1,29.34,1.11,0.19,1.32,-0.03
30,"ntv",0.5,12.16,31.44,30.6,7.8,0.68,14.11,-0.59
31,"ntv",0.3,17.04,31.26,29.78,41.84,0.94,39.87,-0.13
35,"wtv",0.43,23.12,30.46,28.81,1,0.72,0.74,-0.7
38,"ntv",0.42,10.42,32.67,32.32,0.23,-0.3,0.45,0.28
37,"wtv",0.15,15.78,29,30.02,27.62,0.26,25.05,-0.92
34,"ntv",1.34,23.45,31.1,29.91,197.05,1.1,130.29,-0.14
35,"wtv",0.28,27.65,29.02,27.26,21.62,0.66,18.92,-0.05
37,"ntv",0.43,11.15,30.79,32.41,18.86,0.99,21.86,-0.19
24,"wtv",0.13,9.31,33.04,32.5,25.77,0.65,32.85,-0.56
39,"ntv",0.32,89.91,24.1,26.37,705.06,0.79,338.45,-0.56
35,"ntv",0.46,27.07,28.48,27.36,78.06,0.91,68.88,-0.35
34,"wtv",0.19,11.68,31.17,29.98,2.64,0.69,6.97,-0.44
34,"wtv",0.32,13.08,31.73,30.72,0.35,1.09,0.26,-0.31
31,"ntv",0.12,26.54,31.5,30.17,35.02,0.76,48.41,-0.55
36,"wtv",0.72,13.27,29.42,31.16,17.84,0.85,7.24,-0.56
37,"wtv",0.27,14.14,30.19,29.24,2.05,0.45,4.44,-0.66
35,"wtv",0.27,7.53,31.17,29.65,41.9,0.91,33.3,0.15
31,"wtv",0.26,27.22,32.27,31.09,3.41,0.83,7.92,-0.41
34,"wtv",0.36,10.62,31.94,30.84,2.51,0.7,2.25,-0.66
37,"wtv",0.39,14,30.72,32.28,49.13,0.31,60,-0.44
31,"wtv",0.57,15.2,30.83,30.13,21.75,-0.02,33.45,-0.57
38,"ntv",0.31,22.88,30.14,29.04,94.68,0.55,85.94,-0.33
34,"wtv",0.38,13.51,31.8,30.91,26.72,1,19.17,-0.42
39,"ntv",0.14,2.75,34.22,33.78,0.62,-0.31,5,0.09
37,"wtv",0.29,14.43,31.49,30.63,114.77,0.88,99.67,-0.17
24,"wtv",0.17,4.92,33.36,32.97,24.72,0.05,25.56,-0.31
31,"ntv",0.32,13.9,32.16,31.16,72.75,0.28,52.11,-0.44
34,"wtv",0.48,19.74,30.81,29.65,0.16,0.41,2.06,-0.84
37,"ntv",0.45,20.41,28.68,30.29,47.65,0.64,54.75,-0.66
34,"ntv",0.59,8.45,30.59,28.61,73.81,0.98,40.16,-0.33
31,"wtv",0.33,23.89,32.05,31.01,13.6,0.71,24.94,-0.36
39,"ntv",0.32,3.52,34.1,33.45,3.54,-0.18,6.04,-0.16
32,"ntv",0.3,0.72,33.8,33.36,0,0.08,0.09,-0.25
34,"ntv",0.14,16.79,30.34,29.13,6.32,0.72,8.67,-0.62
38,"wtv",0.31,10.23,31.79,30.2,1.63,0.92,2.29,-0.11
38,"ntv",0.3,12.93,30.29,29.29,10.63,-0.48,21.23,0.64
31,"ntv",0.32,15.15,29.57,28.06,20.54,0.94,24.94,-0.18
31,"ntv",0.25,27.03,30.11,29.51,1.36,0.15,3.78,1.03
34,"wtv",1.18,6.32,32.54,31.86,0.73,0.36,1.68,-0.83
31,"wtv",0.51,21.23,31.27,30.47,18.37,0.8,31.29,-0.57
32,"ntv",0.2,5.79,32.9,31.81,1.15,-0.04,2.49,-0.39
30,"wtv",0.3,5.6,31.09,29.97,5.52,0.79,10,-0.57
37,"wtv",0.24,11.39,31.97,30.82,3.96,0.92,4.76,-0.24
32,"ntv",0.3,1.79,34.81,34.58,1.89,-0.17,4.43,0.3
35,"wtv",0.37,1.64,31.47,29.94,0.16,-0.95,0.29,0.4
30,"wtv",0.18,16.46,29.46,28.13,27.55,0.46,48.13,-0.79
37,"wtv",0.38,6.13,31.28,32.49,7.8,0.38,14.2,-0.56
35,"ntv",0.3,26.64,31.17,29.92,231.32,1.12,138.23,-0.1
43,"wtv",5.74,14.67,33.03,32.22,0,0.5,0.01,0.57
38,"wtv",0.54,11.49,32.92,32.02,0.25,0.49,1.17,-0.7
34,"ntv",0.19,25.77,28.54,27.74,0.9,0.78,2.11,-0.49
24,"wtv",0.08,5.55,32.56,31.52,3.16,0.69,3.87,-0.53
34,"wtv",0.13,15.68,31.58,30.63,60.06,1.08,60.59,0
34,"wtv",0.5,14.53,31.9,30.89,33.66,0.75,31.28,-0.31
34,"wtv",0.24,2.99,30.49,29.01,1.25,0.72,0.73,-0.35
38,"wtv",0.4,12.79,32.11,31.52,0.18,0.03,0.79,0.05
37,"ntv",0.25,9.6,30.66,29.87,21.14,0.85,26.22,-0.48
35,"ntv",0.71,16.94,31.8,30.61,43.41,0.96,24.36,-0.31
34,"ntv",0.42,-1.21,33.19,32.16,22.65,0.77,21.54,-0.36
39,"ntv",0.79,7.38,33.34,32.87,25.35,-0.03,38.19,0.15
38,"wtv",0.39,13.18,32.16,31.39,0.1,0.03,0.5,0.55
31,"ntv",0.29,19.4,31.96,30.92,14.95,0.72,23.49,-0.89
34,"ntv",0.22,19.11,31.29,29.93,6.32,0.88,8.99,-0.11
34,"wtv",0.22,15.59,30.21,29.06,18.41,0.6,17.66,-0.48
30,"wtv",0.32,13.56,30.86,29.99,23.18,0.71,31.77,-0.64
37,"wtv",0.4,9.46,31.09,32.36,0.64,-0.99,1.37,0.12
31,"ntv",0.45,2.7,32.37,31.14,0.13,-0.12,3.93,-0.41
37,"wtv",0.32,14.19,30.11,31.64,10.23,-0.58,19.04,0.65
34,"ntv",0.63,9.31,31.9,30.39,29.23,0.96,35.62,-0.46
35,"wtv",0.3,10.91,30.9,29.46,17.49,1.08,11.55,-0.28
36,"ntv",0.47,18.77,30.74,32.24,3.98,0.69,7.15,-0.6
38,"ntv",0.2,7.38,30.63,29.35,0.47,-0.23,1.22,0.03
38,"ntv",0.26,3.76,30.94,29.73,0.24,-0.08,0.59,0
37,"ntv",0.45,13.85,31.17,32.37,44.01,0.8,42.62,-0.46
37,"ntv",0.26,4.49,32.34,31.11,9.91,0.08,12.8,-0.29
34,"wtv",1.21,8.11,32.37,31.8,4.1,0.35,3.95,-0.84
39,"ntv",0.6,30.89,32.21,33.08,3.63,-0.85,3.12,-0.08
36,"ntv",0.95,19.55,30.21,31.71,208.55,0.94,131.29,-0.35
38,"wtv",0.25,10.28,31.04,29.62,4.81,0.71,4.96,0.48
37,"ntv",0.51,4.68,31.75,32.77,1.11,-0.02,0.28,0.07
37,"ntv",0.35,4.01,28.92,28.76,0.58,0.22,1.03,-1.01
24,"wtv",0.07,7.05,32.29,31.38,6.31,-0.8,11.32,-0.09
35,"wtv",0.54,10.23,31.56,30.26,3.4,0.75,4.21,0.04
37,"ntv",0.36,17.95,30.62,29.76,0.12,-0.54,0.4,0.9
35,"wtv",0.43,14.96,32.11,31.36,32.57,-0.47,33.46,0.49
32,"ntv",0.05,50.58,29.25,28.56,92.04,0.71,77.34,-0.44
31,"wtv",0.64,16.7,31.1,29.8,24.68,0.83,28.51,-0.26
30,"ntv",0.33,6.52,31.09,30.18,0,0.77,0.07,-0.49
38,"wtv",0.61,6.52,32.6,31.7,0.14,0.89,0.54,0.08
35,"wtv",0.45,22.3,31.03,29.59,43.89,0.81,52.06,-0.27
31,"wtv",1.38,13.71,31.96,30.5,135.62,0.81,155.43,-0.39
34,"wtv",0.45,13.27,31.66,30.74,8.01,0.95,12.76,-0.42
35,"ntv",1.49,20.61,29.63,28.12,128.08,1.06,79.08,-0.18
32,"ntv",0.62,12.89,31.9,31,1.47,0.25,1.41,-0.27
31,"wtv",0.59,23.94,31.21,30.47,25.82,0.72,27.01,-0.66
38,"wtv",0.26,9.6,31.29,29.78,0.04,0.47,1.18,0.56
35,"wtv",0.43,11.92,31.85,30.85,0.62,0.56,1.07,0.18
34,"wtv",0.53,2.56,32.08,30.87,2.58,0.91,1.92,0.06
38,"ntv",0.34,13.85,30.42,29.69,0.16,-0.32,0.28,0.55
38,"wtv",0.25,9.41,31.21,29.71,0.36,0.62,1.2,0.46
39,"ntv",0.1,5.69,33.51,33.04,1.54,0.41,6.01,-0.4
34,"wtv",0.28,14.77,31.19,30.13,34.89,0.96,35.51,-0.08
35,"wtv",0.43,21.14,30.9,29.32,0.96,0.7,2.44,-0.69
30,"wtv",0.18,19.5,29.54,28.43,15.6,-0.11,22.67,-0.7
31,"wtv",0.71,19.21,32.64,31.02,10.45,0.41,12.25,-0.8
31,"ntv",0.31,8.93,31.31,29.97,4.11,0.07,2.64,0.59
30,"wtv",0.27,14.33,30.32,29.07,4.3,-0.22,8.64,-0.9
39,"ntv",0.15,9.22,32.89,31.24,7.31,-0.11,6,-0.4
34,"wtv",0.18,17.57,30.96,29.94,21.73,0.77,23.66,-0.6
39,"ntv",0.52,-1.74,35.2,34.77,1.2,0.23,5.91,-0.8
35,"ntv",0.25,15.73,29.25,27.26,66.54,0.83,74.08,-0.51
34,"ntv",1.23,4.44,33.01,32.41,80.65,0.77,47.49,-0.47
35,"ntv",0.21,0.72,32.49,30.89,3.69,0.91,5.26,-0.29
24,"wtv",0.07,5.69,32.37,31.34,11.11,0.77,19.61,-0.43
38,"wtv",0.27,6.23,32.46,31.67,1.61,0.15,4.28,-0.54
35,"wtv",0.46,22.39,30.85,29.59,6.9,0.8,9.41,-0.3
31,"ntv",3.76,17.71,32.91,31.89,13.08,0.97,24.81,-0.07
37,"wtv",0.39,8.16,30.76,31.89,3.37,0.78,1.06,-0.3
32,"wtv",0.08,9.56,32.55,31.33,1.98,0.66,2.44,-0.27
39,"ntv",0.17,1.98,34.46,33.93,3.35,-0.2,2.95,-0.2
37,"ntv",0.38,4.39,28.05,28.1,0.96,-0.05,2.25,-0.87
39,"ntv",0.61,-0.68,33.89,33.13,1.7,-0.26,3.7,0.42
38,"wtv",0.53,8.06,33.11,31.98,0.95,0.41,0.83,0.06
31,"ntv",0.11,13.37,31.49,30.48,0.67,-0.13,1.13,-0.11
32,"ntv",0.09,10.47,32.9,32.5,0,-0.27,0,0.65
30,"wtv",0.28,16.22,29.94,29.02,9.02,-0.53,23.4,-0.52
37,"ntv",0.33,0.92,33.11,32.6,0.13,-0.13,0.29,0.16
36,"wtv",0.72,13.47,29.47,30.78,22.53,0.35,30.28,-0.95
30,"wtv",0.32,13.13,30.81,29.95,41.14,0.7,54.53,-0.63
34,"wtv",0.37,18.19,31.47,30.82,31.82,0.67,24.93,-0.3
35,"ntv",0.41,14.53,32.04,30.91,1.49,0.81,3.73,-0.64
37,"wtv",0.29,16.02,28.89,30.11,18.93,0.85,26.34,-0.35
38,"wtv",0.27,11.73,32.94,31.98,1.57,0.88,3.29,0.05
34,"wtv",0.22,19.69,30.16,29.02,53.05,0.61,57.34,-0.7
37,"wtv",0.24,10.04,32.08,30.54,1.78,0.85,2.62,-0.08
24,"wtv",0.07,9.75,31.97,31.17,1.97,0.64,0.79,-0.73
38,"wtv",0.31,10.23,31.56,30.27,2.09,0.89,3.05,0.08
37,"ntv",0.44,23.84,28.69,29.63,0.74,0.46,0.65,-0.77
31,"ntv",0.58,21.14,33.27,32.49,12.02,0.85,15.42,-0.24
31,"ntv",1.27,11.29,31.21,30.86,0.89,0.45,2.63,0.05
37,"wtv",0.33,12.55,29.15,30.72,8.17,0.76,28.29,-0.46
37,"wtv",0.39,9.17,30.79,31.93,4.03,0.31,3.7,-0.72
34,"wtv",0.43,9.75,31.65,30.04,12.53,1.06,9.7,-0.28
32,"wtv",0.12,4.87,32.67,31.69,12.62,0.79,14.48,-0.43
35,"ntv",0.21,30.45,26.72,24.75,1723,0.9,1153,-0.35
32,"ntv",0.22,11.68,33.75,33.26,0.07,0.2,0.02,-0.95
37,"ntv",0.43,14.48,29.44,30.94,2.81,0.5,0.54,-0.67
37,"wtv",0.39,6.95,31.29,32.49,19.31,-0.31,28.7,-0.43
34,"wtv",0.49,8.98,32.13,31.1,1.53,1.06,0.65,-0.24
34,"wtv",0.23,28.04,28.95,28.32,0.31,-0.86,0.45,0.38
34,"ntv",0.28,21.43,30.69,29.94,0.85,0.62,5.78,-0.72
31,"ntv",0.24,0.29,30.75,29.74,1.62,0.48,1.85,-0.78
32,"ntv",0.06,17.08,32.21,31.22,3.69,0.34,4.08,-0.65
37,"ntv",0.53,13.85,29.16,29.93,0.8,0.51,1.33,-0.83
31,"ntv",0.28,19.5,31.63,30.39,97.25,0.96,120.13,-0.33
35,"wtv",0.58,12.21,31.68,30.85,8.88,1.04,10.99,-0.17
37,"wtv",0.39,12.4,31.02,32.47,5.03,-0.7,8.6,0.7
38,"wtv",0.39,13.13,32.18,31.39,0.86,0.05,1.32,0.56
30,"wtv",0.65,17.23,30.02,28.85,41.17,0.75,53.47,-0.51
35,"wtv",0.28,15.73,29.91,27.92,24.57,1.13,23.26,-0.1
34,"wtv",0.2,16.26,31.02,30.07,47.71,0.64,47.94,-0.04
37,"ntv",0.54,2.51,29.86,30.76,1.66,-0.22,0.32,-0.85
30,"wtv",0.3,23.7,30.42,29.32,40.19,0.81,44.81,-0.36
34,"wtv",0.22,27.32,28.95,28.3,12.91,0.28,14.41,0
30,"ntv",0.36,13.03,31.31,30.88,0.12,-0.73,0.02,0.67
37,"wtv",0.38,5.94,31.28,32.47,3.05,0.6,2.18,-0.54
39,"ntv",0.09,5.16,32.52,31.37,9.21,0.3,9.9,0.18
31,"wtv",0.26,21.86,33.01,31.83,0.3,0.28,0.86,-0.72
37,"wtv",0.4,10.28,30.91,32.21,3.05,-0.6,5.36,-0.29
37,"ntv",0.74,2.85,31.16,32.21,0.39,-0.18,0.65,-0.98
34,"wtv",0.42,15.83,30.69,29.32,5.72,0.78,11.35,-0.58
35,"wtv",0.22,20.56,30.73,29.56,7.15,0.45,10.1,-0.03
39,"ntv",0.21,7.24,32.58,32.59,5.14,0.35,9.36,-0.68
38,"wtv",0.31,9.41,32.18,31.33,0.58,-0.3,0.54,-0.02
38,"wtv",0.27,7.87,32.41,31.59,0.71,0.61,1.09,-0.44
31,"wtv",0.24,19.45,32.09,31.07,6.07,0.76,13.96,-0.23
25,"wtv",0.91,9.65,31.68,30.14,4.03,0.39,6.83,-0.8
37,"wtv",0.25,10.09,32.13,30.93,1.29,0.55,1.77,-0.19
37,"ntv",0.27,26.11,29.3,28.49,107.67,0.82,96.96,-0.48
30,"wtv",0.31,9.51,31.1,30.14,8.69,0.77,9.65,-0.6
39,"ntv",0.16,3.91,34.58,33.26,9.58,-0.05,11.89,-0.7
29,"ntv",0.21,6.61,24.35,22.6,54.52,0.95,55.73,-0.36
38,"wtv",0.23,5.16,31.84,30.42,6.53,-0.36,5.77,0.14
39,"ntv",0.44,4.34,34.05,33.49,1.34,-0.08,5.84,0.74
39,"ntv",0.43,9.85,32.58,32.12,6.62,0.03,4.25,1.03
38,"wtv",0.41,7.72,31.13,29.92,8.16,0.77,9.75,-0.37
37,"wtv",0.44,9.51,30.92,31.93,20.09,0.36,26.02,-0.85
35,"ntv",0.28,17.28,30.01,28.79,16.53,0.81,13.8,-0.47
37,"ntv",0.33,-1.16,32.31,31.41,0.09,-0.28,0.18,0.48
37,"ntv",0.3,10.62,29.26,30.54,20.87,0.83,25.37,-0.46
37,"ntv",0.23,20.12,29.43,28.38,203.81,0.6,84.92,-0.45
30,"ntv",0.28,-0.14,32.59,32.08,0.19,0.03,0.04,-0.79
37,"ntv",0.53,13.13,29.39,31.16,97.29,0.52,78.49,-0.74
30,"wtv",0.32,10.23,31.09,30.18,9.09,0.7,12.19,-0.67
30,"ntv",0.28,25.58,28.75,28.78,0,-0.14,0,-0.12
38,"wtv",0.25,7.53,31.66,30.4,14.76,0.31,16.57,-0.31
37,"ntv",0.34,21.48,28.59,29.95,34.9,0.83,14.93,-0.15
37,"wtv",0.44,9.89,30.91,31.95,8.89,0.87,8.32,-0.24
37,"ntv",0.24,18.63,27.41,28.68,2.45,0.48,3.93,-0.77
39,"ntv",0.12,3.86,34.39,33.91,5.18,0.19,4.4,-0.81
31,"wtv",0.45,25.67,30.94,30.19,14.59,0.8,15.39,-0.71
37,"ntv",0.34,5.45,31.52,30.51,6.46,-0.02,9.95,-0.95
37,"wtv",0.22,13.37,31.18,29.53,1.72,0.76,1.38,-0.1
37,"wtv",0.24,11.25,31.94,30.51,4.44,0.93,3.71,-0.14
34,"wtv",0.43,9.31,30.69,29.17,7.69,1.04,4.85,-0.24
34,"wtv",1.61,9.94,32.68,32.01,1.95,0.58,3.64,-0.78
34,"wtv",0.29,14.82,31.9,30.97,3.37,1.13,6.7,-0.17
31,"wtv",0.32,22.15,32.14,31,2.29,0.78,5.33,-0.38
38,"ntv",0.55,34.55,32.8,33.57,1446.9,0.88,856.14,-0.41
31,"wtv",0.28,19.11,32.61,31.78,5.3,0.85,8.26,-0.4
25,"wtv",0.94,10.47,31.95,30.76,0.31,0.04,0.34,-0.87
34,"wtv",0.23,26.45,30.41,29.19,4.35,1.14,3.04,-0.15
30,"wtv",0.31,9.31,31.12,30.14,14.57,0.74,20.01,-0.62
31,"wtv",0.32,22.73,32.12,31.03,0.66,0.74,0.48,-0.39
35,"wtv",0.42,6.8,32.4,31.44,9.73,-0.63,15.69,0.5
32,"ntv",0.23,1.74,32.15,30.94,1.27,-0.25,0.89,0.95
35,"wtv",0.28,9.17,31.25,29.81,13.17,1.11,10.56,-0.1
37,"wtv",0.31,12.64,28.69,30.09,29.84,0.04,43.19,-0.33
36,"wtv",0.7,14.29,29.62,31.27,5.96,-0.74,15.66,0.68
39,"ntv",0.35,15.88,30.78,30.26,3.58,0.36,6.2,-0.44
37,"wtv",0.25,11.63,30.62,29.45,0.09,0.79,0.2,-0.05
30,"ntv",0.23,20.61,30.54,29.3,7.68,0.96,9.02,-0.15
29,"ntv",0.28,4.34,24.7,22.76,37.69,0.94,40.74,-0.39
37,"wtv",0.4,16.07,29.1,30.18,99.19,0.79,106.64,-0.46
38,"ntv",0.27,3.28,32.61,31.39,0.09,0.57,0.25,-0.61
31,"wtv",0.27,21.14,32.48,31.7,0.14,0.69,0.7,-0.13
37,"ntv",0.71,14.19,30.13,31.16,0.46,0.3,0.37,-0.84
38,"wtv",0.25,17.37,30.45,29.36,33.96,0.76,41.24,0.42
35,"ntv",0.28,14.09,29.41,27.45,76.15,0.99,69.19,-0.22
35,"wtv",0.45,10.96,31.89,30.89,28.31,0.17,26.27,0.26
34,"wtv",0.47,11.63,31.12,29.85,24.49,0.45,24.02,-0.71
31,"wtv",0.46,18.05,30.55,29.95,12.23,0.9,24.69,-0.59
37,"ntv",0.49,26.11,31.06,32.75,24.05,0.33,34.81,-0.8
35,"wtv",0.51,11.49,31.54,30.26,19.32,0.79,19.21,0.08
24,"wtv",0.06,10.76,31.77,31.12,1.81,-1.03,1.83,-0.08
37,"wtv",0.39,10.71,30.76,31.93,3.77,-0.22,8.67,-0.9
37,"wtv",0.36,13.61,29.18,30.94,33.07,0.87,37.63,-0.23
31,"wtv",0.27,22.1,33.32,32.06,2.06,-0.81,2.93,0.27
32,"ntv",1.27,47.01,31.92,29.8,58.85,0.83,52.93,-0.34
37,"wtv",0.2,12.74,30.47,29.15,0.29,0.92,0.56,-0.02
38,"wtv",0.35,10.91,31.64,30.21,3.62,0.65,6.17,-0.14
34,"wtv",1.32,9.75,32.68,32.18,1.14,0.69,3.54,-0.72
35,"wtv",0.42,20.66,30.8,29.17,3.69,0.72,8.76,-0.52
39,"ntv",0.12,2.65,34.65,33.99,3.08,0.03,4.88,-0.62
31,"wtv",0.74,15.54,32.87,31.29,6.63,0.79,11.09,-0.56
37,"ntv",0.25,21.52,26.82,28.24,3.27,0.26,6.98,-0.78
36,"ntv",0.43,3.76,28.71,29.56,0.82,-0.05,2.57,-0.95
35,"wtv",0.27,5.94,31.37,29.57,1.2,-0.94,1.24,0.43
39,"ntv",0.5,64.52,30.27,30.58,865.05,0.79,320.61,-0.59
37,"ntv",0.33,-0.48,32.48,31.76,0.31,-0.14,0.54,0.1
37,"ntv",0.26,8.25,29.06,29.9,0.18,-0.05,0.14,-0.96
24,"wtv",0.12,6.56,33.09,32.59,0.09,0.47,0.21,-0.57
31,"wtv",0.12,17.37,31.02,29.45,8.91,0.9,9.31,-0.39
31,"ntv",0.42,22.01,31.65,31,18.12,0.56,28.38,-0.48
